area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice
留园西园,0,0,别墅,留园别墅,低,0,0,107102707986,850,此房满五年.带花园50平左右.适合修身养性的居住_苏州姑苏留园西园留园别墅二手房(苏州链家),2020-06-22,6室2厅,244, (共3层),34837
十全街,3,43.440000000000005,普通住宅,木杏苑,高,0,0,107102708164,620,满五唯一 有汽车库 平直 振华  使用面积 自住装修_苏州姑苏十全街木杏苑二手房(苏州链家),2020-06-22,5室2厅,185, (共4层),33514
南门,1,16.53,普通住宅,新养蚕里新村,低,0,0,107102708195,480,新养蚕里新村，3楼精装带阁楼，可直接拎包入住_苏州姑苏南门新养蚕里新村二手房(苏州链家),2020-06-22,4室2厅,134, (共3层),35821
桃花坞,0,0,别墅,桃坞巷,低,0,0,107102709071,1180,桃坞才苑类独栋，毛坯，房东诚意出售_苏州姑苏桃花坞桃坞巷二手房(苏州链家),2020-06-22,5室2厅,352, (共3层),33523
娄门,1,16.29,普通住宅,永林新村,高,0,0,107102713988,350,永林新村 4室2厅 350万_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-24,4室2厅,158, (共4层),22152
平江新城,0,0,普通住宅,新天地家园北区,高,0,0,107102715229,345,此房户型正气，采光刺眼，自带独立汽车库和自行车库_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-06-24,4室3厅,152, (共5层),22698
十全街,2,22.869999999999997,普通住宅,二郎巷,高,0,0,107102715912,408,二郎巷 4室1厅 408万_苏州姑苏十全街二郎巷二手房(苏州链家),2020-06-24,4室1厅,110, (共4层),37091
金门,0,0,普通住宅,金门路386号,高,0,0,107102721898,255,97年房龄 机械新村 金门路386号 边户顶楼复式 带车库_苏州姑苏金门金门路386号二手房(苏州链家),2020-06-26,4室3厅,118, (共5层),21611
留园西园,0,0,普通住宅,中天品苑西区,高,0,0,107102679893,360,中天品苑，好地段，好户型、好房子、好价格；_苏州姑苏留园西园中天品苑西区二手房(苏州链家),2020-06-15,4室2厅,123.9, (共5层),29056
虎丘,0,0,普通住宅,虎阜花园西区,高,0,0,107102648584,320,此房满五年  带车库和自库 诚心出售_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-06-08,6室2厅,147, (共5层),21769
沧浪新城,0,0,普通住宅,长欣苑,高,0,0,107102649309,325,相当棒的顶楼复式，南北双露台。完全没有一点漏水_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-06-09,4室2厅,127, (共5层),25591
沧浪新城,2,34.1,普通住宅,长欣苑,高,0,0,107102649308,380,长欣苑 4室2厅 380万_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-06-09,4室2厅,148.63, (共5层),25567
金门,0,0,普通住宅,银杏苑(姑苏区),高,0,0,107102649869,360,银杏苑复式 自住精装 楼上面积90平左右_苏州姑苏金门银杏苑(姑苏区)二手房(苏州链家),2020-06-09,4室2厅,121.11, (共5层),29726
南门,1,5.62,普通住宅,南园南路34号,高,0,0,107102651641,328,南园南路34号  顶带阁楼 有大露台 超高使用面积_苏州姑苏南门南园南路34号二手房(苏州链家),2020-06-09,4室3厅,94.81, (共6层),34596
南门,1,10.8,普通住宅,盘门雅苑,高,0,0,107102651750,415,此房为全明格局，，前排无遮挡，采光充足。_苏州姑苏南门盘门雅苑二手房(苏州链家),2020-06-09,4室2厅,172, (共5层),24128
金阊新城,0,0,普通住宅,南山金城1958,高,0,0,107102653889,335,南山金城1958 4室2厅 335万_苏州姑苏金阊新城南山金城1958二手房(苏州链家),2020-06-10,4室2厅,115.5, (共6层),29005
十全街,1,9.73,普通住宅,唐家巷42号,高,0,0,107102657257,510,满五年 有钥匙 振华 草桥 诚心出售_苏州姑苏十全街唐家巷42号二手房(苏州链家),2020-06-11,5室2厅,200, (共4层),25500
金门,0,0,普通住宅,新元路20号,高,0,0,107102659013,300,满五年 精装修，环境优美 格局好 通风好 楼层好_苏州姑苏金门新元路20号二手房(苏州链家),2020-06-11,4室2厅,136, (共4层),22059
南门,1,10.6,普通住宅,南门世纪花园,高,0,0,107102659535,438,平直南门世纪花园4楼复式带汽车库精装修家具家电齐全_苏州姑苏南门南门世纪花园二手房(苏州链家),2020-06-11,5室2厅,99.2, (共4层),44154
金门,0,0,别墅,寒舍,低,0,0,107102660078,600,寒舍寺旁精装联排别墅满五年看房方便_苏州姑苏金门寒舍二手房(苏州链家),2020-06-11,4室2厅,198, (共1层),30304
娄门,1,10.32,普通住宅,塘坊苑,高,0,0,107102662049,340,稀有复式，房子保养好，采光无遮挡。_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-06-12,4室2厅,115, (共5层),29566
留园西园,1,12.9,普通住宅,御庭苑,高,0,0,107102662116,328.8,御庭苑大复式，户型好，自行车库，看房有钥匙_苏州姑苏留园西园御庭苑二手房(苏州链家),2020-06-12,4室2厅,153, (共5层),21491
留园西园,0,0,普通住宅,长盛花园,高,0,0,107102662140,338,长盛花园，精装修，独库，自住， 诚心出售，看中可谈_苏州姑苏留园西园长盛花园二手房(苏州链家),2020-06-12,5室2厅,156, (共4层),21667
留园西园,0,0,普通住宅,倪家苑,高,0,0,107102662135,310,大复式房，有自行车库，精装修，随时可看，随时签约_苏州姑苏留园西园倪家苑二手房(苏州链家),2020-06-12,5室3厅,133, (共6层),23309
留园西园,1,10.87,普通住宅,春馨园B区,高,0,0,107102662167,218,急售春馨园5楼复式户型正气独库使用面积大生活便利_苏州姑苏留园西园春馨园B区二手房(苏州链家),2020-06-12,4室2厅,121, (共5层),18017
苏州大学,2,18.95,普通住宅,相门新村,高,0,0,107102663323,370,地铁口相门新村大复式含汽车库电动车库_苏州姑苏苏州大学相门新村二手房(苏州链家),2020-06-12,4室2厅,152.5, (共4层),24263
南门,0,0,普通住宅,万丽花园,低,0,0,107102663393,520,万丽花园4室2厅2卫，房型正气，采光无遮挡，_苏州姑苏南门万丽花园二手房(苏州链家),2020-06-12,4室2厅,187, (共3层),27808
留园西园,1,5.3,普通住宅,闻钟苑一区,高,0,0,107102664327,246,"闻钟苑，顶楼复式，五室多厅多卫，带大晒台,诚心出售_苏州姑苏留园西园闻钟苑一区二手房(苏州链家)",2020-06-12,5室3厅,99.9, (共5层),24625
胥江,0,0,普通住宅,润达新村,高,0,0,107102666531,218,买一套得两套 四室两厅两厨两卫 精装拎包入住_苏州姑苏胥江润达新村二手房(苏州链家),2020-06-12,4室2厅,97.2, (共6层),22428
留园西园,0,0,别墅,玖园,低,0,0,107102670313,785,有钥匙 市区新上联排别墅 满五年南北院子 价格可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-06-13,5室2厅,343.98, (共3层),22822
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102671249,220,梅亭苑 精装复式 业主自住 保养好 独库 南北通风_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-06-13,4室2厅,132, (共5层),16667
虎丘,0,0,普通住宅,虎阜花园东区,高,0,0,107102672426,310,顶楼复式，房龄新，采光充足，房间多，_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-06-14,6室3厅,159.57, (共5层),19428
胥江,0,0,普通住宅,新康花园,高,0,0,107102674772,408,新康花园 近桐泾公园 看房方便 采光好_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-14,6室2厅,185, (共6层),22055
留园西园,0,0,普通住宅,莲花新村（姑苏）,高,0,0,107102675467,190,莲花新村（姑苏） 4室1厅 190万_苏州姑苏留园西园莲花新村（姑苏）二手房(苏州链家),2020-06-14,4室1厅,77.82, (共5层),24416
胥江,1,22.65,普通住宅,新康花园,高,0,0,107102676462,365,新康花园 6室1厅 365万_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-14,6室1厅,121, (共6层),30166
虎丘,0,0,普通住宅,虎阜花园西区,高,0,0,107102676840,225,轻轨6号线  虎阜西区 毛坯4房复式 满2年_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-06-15,4室1厅,99, (共5层),22728
胥江,1,11.25,普通住宅,新康花园,高,0,0,107102679086,209,新康花园复式好房 实际面积130平 四房 业主急售_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-15,4室1厅,69.73, (共5层),29973
南门,2,19.03,普通住宅,大龙港新村,高,0,0,107102679481,280,2001年商品房，精装修，拎包直接入住，离地铁站近_苏州姑苏南门大龙港新村二手房(苏州链家),2020-06-15,4室3厅,135.27, (共6层),20700
苏州大学,2,20.79,普通住宅,联相园,高,0,0,107102647940,515,带城 平江 5楼复式 南北双晒台 精装修 有汽车库_苏州姑苏苏州大学联相园二手房(苏州链家),2020-06-08,4室2厅,179, (共5层),28771
平江新城,0,0,普通住宅,中梁天御三区,高,0,0,107102608081,610,中梁天御三区 4室2厅 610万_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-05-31,4室2厅,129.56, (共6层),47083
平江新城,2,26.910000000000004,普通住宅,大观花园北区,高,0,0,107102608892,455,新上 诚心出售 买一层住两层 顶复精装  双轨地铁口_苏州姑苏平江新城大观花园北区二手房(苏州链家),2020-05-31,5室3厅,200, (共5层),22750
平江新城,0,0,普通住宅,新天地家园北区,高,0,0,107102608914,355,新天地家园北区  经典大户 刚需 改善_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-05-31,5室2厅,200, (共5层),17750
桃花坞,2,24.34,普通住宅,东百花巷,低,0,0,107102609690,390,出脚方便 闹中取静  自住精装， 通风好 带独立车库。_苏州姑苏桃花坞东百花巷二手房(苏州链家),2020-05-31,4室2厅,120, (共3层),32500
娄门,1,15.4,普通住宅,永林新村,高,0,0,107102612063,450,此房位置好，采光无遮拦，交通便利，出行方便！_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-01,5室2厅,201.78, (共6层),22302
