,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,pschool,mschool,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
64,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102766142,204.0,此房满五唯一 4房朝南 格局好 视野开阔 交通便利_苏州姑苏葑门现代花园二手房(苏州链家),2020-07-05,4室2厅,97.48, (共5层),20928,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,-1000.0,-1000.0,18000.0,174.6
65,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102769783,310.0,富强新苑 大户顶楼复式 堪称空中小别墅全天采光_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-07-06,5室2厅,188.0, (共5层),16490,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,1.0,17000,-1000.0,600.0,16600.0,312.08
69,留园西园,1,11.67,普通住宅,春馨园D区,高,0,0.0,107102776101,210.0,春馨园 精装大户型 交通好 房间多 满足一大家子_苏州姑苏留园西园春馨园D区二手房(苏州链家),2020-07-08,4室2厅,120.0, (共5层),17500,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,20000,-1000.0,583.5,19583.5,235.002
72,虎丘,0,0.0,普通住宅,虎阜花园东区,高,0,0.0,107102778692,300.0,虎阜花园东区93平复式 产证面积160平 满两年 草桥_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-07-08,5室3厅,160.0, (共5层),18750,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,17000,-1000.0,-1000.0,15000.0,240.0
73,苏州大学,1,66.83,普通住宅,宏葑新村,高,0,0.0,107102780564,380.0,宏葑新村 4室2厅 380万_苏州姑苏苏州大学宏葑新村二手房(苏州链家),2020-07-09,4室2厅,145.0, (共5层),26207,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,20000,-1000.0,3341.5,22341.5,323.95175
78,娄门,2,19.9,普通住宅,塘坊苑,高,0,0.0,107102788514,270.0,实用精装复式 四加一户型 近菜场 出行便利_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-07-10,4室2厅,115.0, (共5层),23479,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,21000,-1000.0,994.9999999999999,20995.0,241.4425
80,南门,0,0.0,普通住宅,新桥巷,高,0,0.0,107102789255,214.8,满五唯一，房东自住精装修，二合一车库_苏州姑苏南门新桥巷二手房(苏州链家),2020-07-11,4室2厅,137.0, (共5层),15679,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,21000,-1000.0,-1000.0,19000.0,260.3
82,南门,0,0.0,普通住宅,泰华苑,高,0,0.0,107102789318,398.0,姑苏区，人民路，泰华苑，四楼复式有汽车库，诚售_苏州姑苏南门泰华苑二手房(苏州链家),2020-07-11,6室2厅,212.02, (共4层),18772,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,21000,-1000.0,0.0,20000.0,424.0
85,留园西园,1,9.12,普通住宅,春馨园D区,高,0,0.0,107102790969,198.0,房子复式顶带阁，视野开阔，房型好_苏州姑苏留园西园春馨园D区二手房(苏州链家),2020-07-11,4室2厅,108.03, (共5层),18329,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,20000,-1000.0,455.99999999999994,19456.0,210.1248
89,虎丘,0,0.0,普通住宅,虎阜花园东区,高,0,0.0,107102791917,220.0,此房采光好，视野佳，诚意出售，看房提前约_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-07-11,4室2厅,100.0, (共5层),22000,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17000,-1000.0,-1000.0,15000.0,150.0
90,沧浪新城,1,10.46,普通住宅,承信小区,高,0,0.0,107102762460,375.0,房东诚售，户型正气，采光好，带独立汽车库河自行车库_苏州姑苏沧浪新城承信小区二手房(苏州链家),2020-07-04,5室2厅,191.7, (共5层),19562,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,17000,-1000.0,523.0,16523.0,315.5893
95,娄门,1,16.29,普通住宅,永林新村,高,0,0.0,107102713988,350.0,永林新村 4室2厅 350万_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-24,4室2厅,158.0, (共4层),22152,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,21000,-1000.0,1814.5,21814.5,344.6691
98,金门,0,0.0,普通住宅,金门路386号,高,0,0.0,107102721898,255.0,97年房龄 机械新村 金门路386号 边户顶楼复式 带车库_苏州姑苏金门金门路386号二手房(苏州链家),2020-06-26,4室3厅,118.0, (共5层),21611,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,1.0,20000,-3000.0,700.0,17700.0,208.86
102,沧浪新城,0,0.0,普通住宅,水香六村,高,0,0.0,107102730421,350.0,此房包含汽车库 房型正 户型通透_苏州姑苏沧浪新城水香六村二手房(苏州链家),2020-06-27,6室3厅,210.0, (共6层),16667,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,17000,-1000.0,-2000.0,14000.0,294.0
109,沧浪新城,1,6.93,普通住宅,长欣苑南区,高,0,0.0,107102745849,270.0,地铁口，  满五唯一，车位跟房走有车库，_苏州姑苏沧浪新城长欣苑南区二手房(苏州链家),2020-07-01,4室2厅,157.5, (共5层),17143,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,17000,-1000.0,346.5,16346.5,256.64005
110,金门,0,0.0,普通住宅,阊胥路102号,高,0,0.0,107102746426,370.0,阊胥路102号精装修房子 南浩街 红旗新村_苏州姑苏金门阊胥路102号二手房(苏州链家),2020-07-01,6室2厅,197.0, (共5层),18782,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,20000,-3000.0,-1000.0,16000.0,315.2
112,平江新城,0,0.0,普通住宅,梅花新村,高,0,0.0,107102748618,179.0,此房在售，，，，，，，，，，，，，，，，，_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-07-01,4室2厅,120.0, (共6层),14917,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,17000,-1000.0,-2000.0,14000.0,168.0
113,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102748824,245.0,四楼复式  带28平独立产证的车库。_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-07-01,4室2厅,106.0, (共4层),23114,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,20000,-1000.0,0.0,19000.0,201.4
114,胥江,1,12.97,普通住宅,润达新村,高,0,0.0,107102749394,244.0,润达新村4房2卫小区中间位置，带独立自行车库_苏州姑苏胥江润达新村二手房(苏州链家),2020-07-02,5室2厅,108.0, (共6层),22593,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,20000,-1000.0,-351.4999999999999,18648.5,201.4038
116,平江新城,0,0.0,普通住宅,梅花新村,高,0,0.0,107102755736,245.0,梅花新村 7室2厅 245万_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-07-03,7室2厅,150.0, (共6层),16334,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,17000,-1000.0,-2000.0,14000.0,210.0
117,虎丘,1,8.24,普通住宅,虎阜花园西区,高,0,0.0,107102756472,285.0,此房满二年，小区门口有6号线站台，阳光充足！_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-07-03,4室2厅,147.0, (共5层),19388,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,17000,-1000.0,412.00000000000006,16412.0,241.2564
118,留园西园,0,0.0,别墅,桐邨,低,1,26.12,107102760372,750.0,桐邨，下叠别墅，全新纯毛坯，带花园，有汽车库！_苏州姑苏留园西园桐邨二手房(苏州链家),2020-07-04,5室3厅,290.91, (共1层),25782,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,290.0,1.0,0.0,20000,-1000.0,7306.0,26306.0,710.2572700000001
120,胥江,1,18.23,普通住宅,劳动路550号,高,0,0.0,107102707100,285.0,轻轨二号线 龙湖天街旁劳动路550号 复式房 带有大晒台_苏州姑苏胥江劳动路550号二手房(苏州链家),2020-06-22,4室2厅,150.0, (共5层),19000,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,-3000.0,911.5,17911.5,268.6725
121,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102670313,760.0,有钥匙 市区新上联排别墅 满五年南北院子 价格可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-06-13,5室2厅,343.98, (共3层),22095,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,343.0,1.0,0.0,20000,-1000.0,5000.0,24000.0,750.6212
122,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102671249,220.0,梅亭苑 精装复式 业主自住 保养好 独库 南北通风_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-06-13,4室2厅,132.0, (共5层),16667,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-1000.0,-1000.0,18000.0,237.6
125,留园西园,0,0.0,普通住宅,莲花新村（姑苏）,高,0,0.0,107102675467,190.0,莲花新村（姑苏） 4室1厅 190万_苏州姑苏留园西园莲花新村（姑苏）二手房(苏州链家),2020-06-14,4室1厅,77.82, (共5层),24416,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,20000,-1000.0,-1000.0,18000.0,138.6
129,南门,2,19.03,普通住宅,大龙港新村,高,0,0.0,107102679481,280.0,2001年商品房，精装修，拎包直接入住，离地铁站近_苏州姑苏南门大龙港新村二手房(苏州链家),2020-06-15,4室3厅,135.27, (共6层),20700,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,21000,-1000.0,-48.5,19951.5,269.34525
132,胥江,2,31.85,普通住宅,姑香苑,高,0,0.0,107102680886,275.0,姑香苑新上顶复，附带两个露台，保养很不错，看房方便_苏州姑苏胥江姑香苑二手房(苏州链家),2020-06-16,4室2厅,120.0, (共6层),22917,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,20000,-1000.0,2492.5,21492.5,257.91
133,金门,3,39.85,普通住宅,三香弄八号小区,高,0,0.0,107102680894,236.0,三香弄八号小区 4室2厅 236万_苏州姑苏金门三香弄八号小区二手房(苏州链家),2020-06-16,4室2厅,135.0, (共6层),17482,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,20000,-3000.0,992.5000000000002,17992.5,242.89875
134,平江新城,0,0.0,普通住宅,梅花三村,高,0,0.0,107102685082,205.0,梅花三村 顶楼复式 4房 不满2年_苏州姑苏平江新城梅花三村二手房(苏州链家),2020-06-17,4室2厅,98.86, (共5层),20737,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,17000,-1000.0,-930.4066356463686,15069.593364353632,147.6820149706656
137,齐门,3,28.1,普通住宅,东蒋家场,高,0,0.0,107102689301,358.0,政园小区旁，晋府别墅旁，近拙政园，四楼复式，似上叠_苏州姑苏齐门东蒋家场二手房(苏州链家),2020-06-18,4室2厅,166.0, (共4层),21567,4,东蒋家场,2001.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,166.0,1.0,0.0,23000,-3000.0,7405.0,27405.0,454.923
139,胥江,1,11.44,普通住宅,金桥新村,高,0,0.0,107102690600,220.0,满五唯一  轻轨2号线 复式精装修 带16平独库 价格可谈_苏州姑苏胥江金桥新村二手房(苏州链家),2020-06-18,4室2厅,118.92, (共6层),18500,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,20000,-1000.0,-428.0,18572.0,219.1496
148,胥江,2,14.74,普通住宅,巴桥头新村,高,0,0.0,107102705191,210.0,巴桥头新村，复式四居，自住装修，看房方便_苏州姑苏胥江巴桥头新村二手房(苏州链家),2020-06-21,4室1厅,99.3, (共6层),21149,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,20000,-1000.0,-263.0,18737.0,185.4963
150,留园西园,1,5.3,普通住宅,闻钟苑一区,高,0,0.0,107102664327,246.0,"闻钟苑，顶楼复式，五室多厅多卫，带大晒台,诚心出售_苏州姑苏留园西园闻钟苑一区二手房(苏州链家)",2020-06-12,5室3厅,99.9, (共5层),24625,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,20000,-1000.0,350.58558558558616,19350.585585585584,191.57079729729728
153,南门,1,10.8,普通住宅,盘门雅苑,高,0,0.0,107102651750,415.0,此房为全明格局，，前排无遮挡，采光充足。_苏州姑苏南门盘门雅苑二手房(苏州链家),2020-06-09,4室2厅,172.0, (共5层),24128,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,21000,-1000.0,540.0,20540.0,353.288
157,金门,0,0.0,普通住宅,新元路20号,高,0,0.0,107102659013,300.0,满五年 精装修，环境优美 格局好 通风好 楼层好_苏州姑苏金门新元路20号二手房(苏州链家),2020-06-11,4室2厅,136.0, (共4层),22059,4,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,20000,-3000.0,0.0,17000.0,231.2
160,留园西园,1,12.9,普通住宅,御庭苑,高,0,0.0,107102662116,328.5,御庭苑大复式，户型好，自行车库，看房有钥匙_苏州姑苏留园西园御庭苑二手房(苏州链家),2020-06-12,4室2厅,153.0, (共5层),21471,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,20000,-1000.0,645.0,19645.0,300.5685
