,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
10,胥江,1,11.44,普通住宅,金桥新村,高,0,0.0,107102690600,255.0,满五唯一  轻轨2号线 复式精装修 带16平独库 价格可谈_苏州姑苏胥江金桥新村二手房(苏州链家),2020-06-18,4室2厅,120.0, (共6层),21250,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,120.0,0.0,0.0,20000,-500.0,-1428.0,18072.0,216.864
11,南门,1,18.54,普通住宅,桂花新村,高,0,0.0,107102690723,450.0,桂花二期 顶楼复式 四房两厅 满五唯一免个税 近地铁_苏州姑苏南门桂花新村二手房(苏州链家),2020-06-18,4室2厅,84.0, (共4层),53572,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,84.0,0.0,1.0,21000,-500.0,2977.0,23477.0,197.2068
12,胥江,0,0.0,普通住宅,泰南苑,低,0,0.0,107102693177,370.0,此房满5不唯一，户型好，采光好，楼层好，视野宽阔_苏州姑苏胥江泰南苑二手房(苏州链家),2020-06-19,4室2厅,162.16, (共4层),22817,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,162.0,0.0,0.0,20000,-500.0,500.0,20000.0,324.0
13,齐门,0,0.0,别墅,华润平门府,低,0,0.0,107102694111,1880.0,华润平门府 8室4厅 1880万_苏州姑苏齐门华润平门府二手房(苏州链家),2020-06-19,8室4厅,472.74, (共2层),39769,2,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,472.0,1.0,0.0,23000,-500.0,5000.0,27500.0,1086.072
14,沧浪新城,1,3.23,普通住宅,友联二村,高,0,0.0,107102695656,250.0,友联二村  精装复式 满足一家五口居住 诚心出售_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-06-19,5室3厅,88.61, (共6层),28214,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,17000,-500.0,-1838.5,14661.5,129.0212
15,沧浪新城,1,9.57,普通住宅,水香六村,高,0,0.0,107102697123,262.0,水香六村 四房复式 独库 看房方便_苏州姑苏沧浪新城水香六村二手房(苏州链家),2020-06-20,4室2厅,91.31, (共5层),28694,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,17000,-500.0,-521.5,15978.5,145.40435
16,十全街,0,0.0,普通住宅,福园小区,高,0,0.0,107102698024,580.0,福园小区 5室2厅 580万_苏州姑苏十全街福园小区二手房(苏州链家),2020-06-20,5室2厅,128.28, (共5层),45214,5,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,128.0,0.0,0.0,23000,-500.0,-2000.0,20500.0,262.4
17,桃花坞,2,30.4,普通住宅,干将西路散盘,高,0,0.0,107102701951,335.0,干将路旁复式带晒台  独立自行车库 诚心出售_苏州姑苏桃花坞干将西路散盘二手房(苏州链家),2020-06-21,4室2厅,102.21, (共5层),32776,5,,2000.0,0.0,0.0,1.0,1.0,1.0,0.0,102.0,0.0,0.0,23000,-2500.0,520.0,21020.0,214.404
18,留园西园,0,0.0,普通住宅,桐仁花园,高,0,0.0,107102702780,275.0,桐仁花园16年房子 4开间朝南，小区环境好_苏州姑苏留园西园桐仁花园二手房(苏州链家),2020-06-21,4室2厅,80.0, (共5层),34375,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,140.0
19,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102702863,195.0,宝邻苑 4室2厅 195万_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-06-21,4室2厅,86.36, (共6层),22580,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,116.1
20,胥江,2,14.74,普通住宅,巴桥头新村,高,0,0.0,107102705191,210.0,巴桥头新村，复式四居，自住装修，看房方便_苏州姑苏胥江巴桥头新村二手房(苏州链家),2020-06-21,4室1厅,99.3, (共6层),21149,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,20000,-500.0,-1263.0,18237.0,180.5463
21,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102705312,290.0,东环沿线好地段  5楼复式房 4个朝南房间 高得房率_苏州姑苏葑门现代花园二手房(苏州链家),2020-06-21,4室2厅,117.5, (共5层),24681,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,117.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,204.75
22,胥江,0,0.0,普通住宅,劳动路550号,高,0,0.0,107102707100,285.0,劳动路550号 4室2厅 285万_苏州姑苏胥江劳动路550号二手房(苏州链家),2020-06-22,4室2厅,150.0, (共5层),19000,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,-2500.0,-2000.0,15500.0,232.5
23,留园西园,0,0.0,别墅,留园别墅,低,0,0.0,107102707986,850.0,此房满五年.带花园50平左右.适合修身养性的居住_苏州姑苏留园西园留园别墅二手房(苏州链家),2020-06-22,6室2厅,244.0, (共3层),34837,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,244.0,1.0,0.0,20000,-500.0,5000.0,24500.0,573.6684
24,十全街,3,43.44000000000001,普通住宅,木杏苑,高,0,0.0,107102708164,620.0,满五唯一 有汽车库 平直 振华  使用面积 自住装修_苏州姑苏十全街木杏苑二手房(苏州链家),2020-06-22,5室2厅,185.0, (共4层),33514,4,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,185.0,0.0,0.0,23000,-500.0,2172.0000000000005,24672.0,456.432
25,南门,1,16.53,普通住宅,新养蚕里新村,低,0,0.0,107102708195,480.0,新养蚕里新村，3楼精装带阁楼，可直接拎包入住_苏州姑苏南门新养蚕里新村二手房(苏州链家),2020-06-22,4室2厅,134.0, (共3层),35821,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,134.0,0.0,1.0,21000,-500.0,4376.5,24876.5,333.3451
26,桃花坞,0,0.0,别墅,桃坞巷,低,0,0.0,107102709071,1180.0,桃坞才苑类独栋，毛坯，房东诚意出售_苏州姑苏桃花坞桃坞巷二手房(苏州链家),2020-06-22,5室2厅,352.0, (共3层),33523,3,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,352.0,1.0,0.0,23000,-500.0,5000.0,27500.0,868.032
27,娄门,1,16.29,普通住宅,永林新村,高,0,0.0,107102713988,350.0,永林新村 4室2厅 350万_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-24,4室2厅,88.0, (共4层),39773,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,88.0,0.0,0.0,21000,-500.0,814.5,21314.5,187.5676
28,平江新城,0,0.0,普通住宅,新天地家园北区,高,0,0.0,107102715229,345.0,此房户型正气，采光刺眼，自带独立汽车库和自行车库_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-06-24,4室3厅,152.0, (共5层),22698,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,220.4
29,十全街,0,0.0,普通住宅,二郎巷,高,0,0.0,107102715912,408.0,二郎巷 4室1厅 408万_苏州姑苏十全街二郎巷二手房(苏州链家),2020-06-24,4室1厅,79.97, (共4层),51020,4,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,79.0,0.0,0.0,23000,-500.0,-1000.0,21500.0,169.85
30,南门,2,19.03,普通住宅,大龙港新村,高,0,0.0,107102679481,280.0,2001年商品房，精装修，拎包直接入住，离地铁站近_苏州姑苏南门大龙港新村二手房(苏州链家),2020-06-15,4室3厅,135.27, (共6层),20700,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,135.0,0.0,0.0,21000,-500.0,-1048.5,19451.5,262.59525
31,苏州大学,2,20.79,普通住宅,联相园,高,0,0.0,107102647940,515.0,带城 平江 5楼复式 南北双晒台 精装修 有汽车库_苏州姑苏苏州大学联相园二手房(苏州链家),2020-06-08,4室2厅,179.0, (共5层),28771,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,179.0,0.0,0.0,20000,-500.0,39.49999999999977,19539.5,349.75705
32,沧浪新城,2,34.1,普通住宅,长欣苑,高,0,0.0,107102649308,380.0,长欣苑 4室2厅 380万_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-06-09,4室2厅,148.63, (共5层),25567,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,17000,-500.0,705.0,17205.0,254.634
33,沧浪新城,0,0.0,普通住宅,长欣苑,高,0,0.0,107102649309,300.0,相当棒的顶楼复式，南北双露台。完全没有一点漏水_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-06-09,4室2厅,127.0, (共5层),23623,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,0.0,1.0,17000,-500.0,-350.0,16150.0,205.105
34,金门,0,0.0,普通住宅,银杏苑(姑苏区),高,0,0.0,107102649869,360.0,银杏苑复式 自住精装 楼上面积90平左右_苏州姑苏金门银杏苑(姑苏区)二手房(苏州链家),2020-06-09,4室2厅,121.11, (共5层),29726,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,211.75
35,南门,1,5.62,普通住宅,南园南路34号,高,0,0.0,107102651641,330.0,南园南路34号 4室3厅 330万_苏州姑苏南门南园南路34号二手房(苏州链家),2020-06-09,4室3厅,94.81, (共6层),34807,6,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,0.0,21000,-2500.0,-1719.0,16781.0,157.7414
36,南门,1,10.8,普通住宅,盘门雅苑,高,0,0.0,107102651750,415.0,此房为全明格局，，前排无遮挡，采光充足。_苏州姑苏南门盘门雅苑二手房(苏州链家),2020-06-09,4室2厅,172.0, (共5层),24128,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,172.0,0.0,0.0,21000,-500.0,-460.0,20040.0,344.688
37,金阊新城,0,0.0,普通住宅,南山金城1958,高,0,0.0,107102653889,335.0,南山金城1958 4室2厅 335万_苏州姑苏金阊新城南山金城1958二手房(苏州链家),2020-06-10,4室2厅,115.5, (共6层),29005,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,155.25
38,十全街,1,9.73,普通住宅,唐家巷42号,高,0,0.0,107102657257,510.0,满五年 有钥匙 振华 草桥 诚心出售_苏州姑苏十全街唐家巷42号二手房(苏州链家),2020-06-11,5室2厅,200.0, (共4层),25500,4,,2000.0,0.0,0.0,1.0,1.0,1.0,1.0,120.0,0.0,1.0,23000,-2500.0,4586.5,25086.5,311.038
39,平江新城,0,0.0,普通住宅,华恒家园,高,0,0.0,107102657384,358.0,华恒家园 5室3厅 358万_苏州姑苏平江新城华恒家园二手房(苏州链家),2020-06-11,5室3厅,193.04, (共5层),18546,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,279.85
40,南门,1,10.6,普通住宅,南门世纪花园,高,0,0.0,107102659535,438.0,平直南门世纪花园4楼复式带汽车库精装修家具家电齐全_苏州姑苏南门南门世纪花园二手房(苏州链家),2020-06-11,5室2厅,99.2, (共4层),44154,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,99.0,0.0,0.0,21000,-500.0,530.0,21030.0,208.197
41,金门,0,0.0,别墅,寒舍,低,0,0.0,107102660078,600.0,寒舍 4室2厅 600万_苏州姑苏金门寒舍二手房(苏州链家),2020-06-11,4室2厅,198.0, (共1层),30304,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,198.0,1.0,0.0,20000,-500.0,5000.0,24500.0,485.1
42,娄门,1,10.32,普通住宅,塘坊苑,高,0,0.0,107102662049,340.0,稀有复式，房子保养好，采光无遮挡。_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-06-12,4室2厅,115.0, (共5层),29566,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0,0.0,0.0,21000,-500.0,-484.0,20016.0,230.184
43,留园西园,1,12.9,普通住宅,御庭苑,高,0,0.0,107102662116,329.5,御庭苑大复式，户型好，自行车库，看房有钥匙_苏州姑苏留园西园御庭苑二手房(苏州链家),2020-06-12,4室2厅,153.0, (共5层),21536,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,153.0,0.0,0.0,20000,-500.0,-355.0,19145.0,292.9185
44,留园西园,0,0.0,普通住宅,长盛花园,高,0,0.0,107102662140,330.0,长盛花园，精装修，独库，自住， 诚心出售，看中可谈_苏州姑苏留园西园长盛花园二手房(苏州链家),2020-06-12,5室2厅,156.0, (共4层),21154,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,156.0,0.0,0.0,20000,-500.0,-1000.0,18500.0,288.6
45,留园西园,0,0.0,普通住宅,倪家苑,高,0,0.0,107102662135,310.0,大复式房，有自行车库，精装修，随时可看，随时签约_苏州姑苏留园西园倪家苑二手房(苏州链家),2020-06-12,5室3厅,133.0, (共6层),23309,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,133.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,219.45
46,留园西园,1,10.87,普通住宅,春馨园B区,高,0,0.0,107102662167,218.0,急售春馨园5楼复式户型正气独库使用面积大生活便利_苏州姑苏留园西园春馨园B区二手房(苏州链家),2020-06-12,4室2厅,121.0, (共5层),18017,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,20000,-500.0,-456.5,19043.5,230.42635
47,苏州大学,2,18.95,普通住宅,相门新村,高,0,0.0,107102663323,370.0,地铁口相门新村大复式含汽车库电动车库_苏州姑苏苏州大学相门新村二手房(苏州链家),2020-06-12,4室2厅,152.5, (共4层),24263,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0,20000,-500.0,947.5,20447.5,310.802
48,南门,0,0.0,普通住宅,万丽花园,低,0,0.0,107102663393,570.0,万丽花园 4室2厅 570万_苏州姑苏南门万丽花园二手房(苏州链家),2020-06-12,4室2厅,187.0, (共3层),30482,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,187.0,0.0,0.0,21000,-500.0,500.0,21000.0,392.7
49,留园西园,1,5.3,普通住宅,闻钟苑一区,高,0,0.0,107102664327,247.0,"闻钟苑，顶楼复式，五室多厅多卫，带大晒台,诚心出售_苏州姑苏留园西园闻钟苑一区二手房(苏州链家)",2020-06-12,5室3厅,99.9, (共5层),24725,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,99.0,0.0,1.0,20000,-500.0,-647.1621621621616,18852.83783783784,186.64309459459463
50,胥江,0,0.0,普通住宅,润达新村,高,0,0.0,107102666531,223.0,买一套得两套 四室两厅两厨两卫 精装拎包入住_苏州姑苏胥江润达新村二手房(苏州链家),2020-06-12,4室2厅,97.2, (共6层),22943,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,160.05
51,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102670313,785.0,有钥匙 市区新上联排别墅 满五年南北院子 价格可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-06-13,5室2厅,343.98, (共3层),22822,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,343.0,1.0,0.0,20000,-500.0,5000.0,24500.0,764.829975
52,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102671249,230.0,梅亭苑 精装复式 业主自住 保养好 独库 南北通风_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-06-13,4室2厅,132.0, (共5层),17425,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,231.0
53,虎丘,0,0.0,普通住宅,虎阜花园东区,高,0,0.0,107102672426,310.0,顶楼复式，房龄新，采光充足，房间多，_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-06-14,6室3厅,159.57, (共5层),19428,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,0.0,1.0,17000,-500.0,-1970.530174844896,14529.469825155104,231.01857021996616
54,胥江,0,0.0,普通住宅,新康花园,高,0,0.0,107102674772,408.0,新康花园 近桐泾公园 看房方便 采光好_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-14,6室2厅,185.0, (共6层),22055,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,185.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,305.25
55,留园西园,0,0.0,普通住宅,莲花新村（姑苏）,高,0,0.0,107102675467,190.0,莲花新村（姑苏） 4室1厅 190万_苏州姑苏留园西园莲花新村（姑苏）二手房(苏州链家),2020-06-14,4室1厅,77.82, (共5层),24416,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,134.75
56,胥江,1,22.65,普通住宅,新康花园,高,0,0.0,107102676462,365.0,新康花园 6室1厅 365万_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-14,6室1厅,121.0, (共6层),30166,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,20000,-500.0,-867.5,18632.5,225.45325
57,石路,0,0.0,普通住宅,胡家浜,高,0,0.0,107102676645,229.9,全新精装修，大四房两厅，石路地铁107平 230万_苏州姑苏石路胡家浜二手房(苏州链家),2020-06-15,4室2厅,107.0, (共6层),21486,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,107.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,176.55
58,虎丘,0,0.0,普通住宅,虎阜花园西区,高,0,0.0,107102676840,225.0,轻轨6号线  虎阜西区 毛坯4房复式 满2年_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-06-15,4室1厅,99.0, (共5层),22728,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,143.55
59,胥江,1,11.25,普通住宅,新康花园,高,0,0.0,107102679086,218.0,新康花园复式好房 实际面积130平 四房 业主急售_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-15,4室1厅,69.73, (共5层),31264,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,20000,-500.0,-437.5,19062.5,131.53125
60,胥江,1,11.56,普通住宅,润达新村,高,0,0.0,107102644584,295.0,润达新村顶复 楼下115.17平楼上68平，带独立自行车库_苏州姑苏胥江润达新村二手房(苏州链家),2020-06-08,6室3厅,149.17, (共5层),19777,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,149.0,0.0,1.0,20000,-500.0,-410.88851645773366,19089.111483542267,284.4277611047798
61,南门,2,52.41,普通住宅,东大街12号院,低,0,0.0,107102607897,485.0,房东诚心出售，精装复式，车位车库齐全满二，采光充足_苏州姑苏南门东大街12号院二手房(苏州链家),2020-05-31,5室3厅,230.0, (共3层),21087,3,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,230.0,0.0,0.0,21000,-2500.0,4120.5,22620.5,506.44027750000004
62,平江新城,0,0.0,普通住宅,中梁天御三区,高,0,0.0,107102608081,610.0,中梁天御三区 4室2厅 610万_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-05-31,4室2厅,129.56, (共6层),47083,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,17000,-500.0,-3000.0,13500.0,174.15
63,平江新城,2,26.910000000000004,普通住宅,大观花园北区,高,0,0.0,107102608892,455.0,新上 诚心出售 买一层住两层 顶复精装  双轨地铁口_苏州姑苏平江新城大观花园北区二手房(苏州链家),2020-05-31,5室3厅,200.0, (共5层),22750,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,17000,-500.0,1995.5,18495.5,369.91
64,平江新城,0,0.0,普通住宅,新天地家园北区,高,0,0.0,107102608914,355.0,新天地家园北区 5室2厅 355万_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-05-31,5室2厅,200.0, (共5层),17750,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,290.0
65,桃花坞,2,24.34,普通住宅,东百花巷,低,0,0.0,107102609690,390.0,出脚方便 闹中取静  自住精装， 通风好 带独立车库。_苏州姑苏桃花坞东百花巷二手房(苏州链家),2020-05-31,4室2厅,120.0, (共3层),32500,3,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,120.0,0.0,0.0,23000,-500.0,2717.0,25217.0,302.604
66,娄门,1,15.4,普通住宅,永林新村,高,0,0.0,107102612063,450.0,此房位置好，采光无遮拦，交通便利，出行方便！_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-01,5室2厅,201.78, (共6层),22302,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,21000,-500.0,-1230.0,19270.0,387.327
67,沧浪新城,1,12.7,普通住宅,水香六村,高,0,0.0,107102614041,275.0,多层4楼 满两年 全明户型 户型好 格局好_苏州姑苏沧浪新城水香六村二手房(苏州链家),2020-06-01,4室3厅,100.0, (共6层),27500,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17000,-500.0,-1365.0,15135.0,151.35
68,苏州大学,1,15.38,普通住宅,新湘苑,高,0,0.0,107102614379,408.0,新湘苑精装复式149.27。含汽车库前排无遮挡，视野开阔_苏州姑苏苏州大学新湘苑二手房(苏州链家),2020-06-01,4室3厅,149.27, (共6层),27334,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,149.0,0.0,0.0,20000,-500.0,-1231.0,18269.0,272.2081
69,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102618456,288.0,此房产证满2年，使用面积大，自住装修，分了两户_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-06-02,5室2厅,187.96, (共5层),15323,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,271.15
70,平江路,2,22.46,普通住宅,富乡小区,高,0,0.0,107102619222,370.0,平江实小本部，自住精装修，五楼复式业主诚意出售_苏州姑苏平江路富乡小区二手房(苏州链家),2020-06-02,4室2厅,150.3, (共5层),24618,5,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,150.0,0.0,0.0,23000,-500.0,123.0,22623.0,339.345
71,胥江,1,17.11,普通住宅,胥江路136号,高,1,7.79,107102619290,234.0,胥江路136号复式 满五年 通透户型 采光十足_苏州姑苏胥江胥江路136号二手房(苏州链家),2020-06-02,5室2厅,87.32, (共6层),26798,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,20000,-2500.0,245.0,17745.0,154.3815
72,胥江,2,22.03,普通住宅,金桥新村,高,0,0.0,107102619860,228.0,顶楼复式面积大 成熟社区，生活便利，此房户型方正_苏州姑苏胥江金桥新村二手房(苏州链家),2020-06-03,4室2厅,140.0, (共6层),16286,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,0.0,1.0,20000,-500.0,1051.5,20551.5,287.721
