,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
45,留园西园,0,0.0,普通住宅,倪家苑,高,0,0.0,107102662135,310.0,大复式房，有自行车库，精装修，随时可看，随时签约_苏州姑苏留园西园倪家苑二手房(苏州链家),2020-06-12,5室3厅,133.0, (共6层),23309,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,133.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,219.45
46,留园西园,1,10.87,普通住宅,春馨园B区,高,0,0.0,107102662167,218.0,急售春馨园5楼复式户型正气独库使用面积大生活便利_苏州姑苏留园西园春馨园B区二手房(苏州链家),2020-06-12,4室2厅,121.0, (共5层),18017,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,20000,-500.0,-456.5,19043.5,230.42635
47,苏州大学,2,18.95,普通住宅,相门新村,高,0,0.0,107102663323,370.0,地铁口相门新村大复式含汽车库电动车库_苏州姑苏苏州大学相门新村二手房(苏州链家),2020-06-12,4室2厅,152.5, (共4层),24263,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,152.0,0.0,0.0,20000,-500.0,947.5,20447.5,310.802
49,留园西园,1,5.3,普通住宅,闻钟苑一区,高,0,0.0,107102664327,247.0,"闻钟苑，顶楼复式，五室多厅多卫，带大晒台,诚心出售_苏州姑苏留园西园闻钟苑一区二手房(苏州链家)",2020-06-12,5室3厅,99.9, (共5层),24725,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,99.0,0.0,1.0,20000,-500.0,-647.1621621621616,18852.83783783784,186.64309459459463
50,胥江,0,0.0,普通住宅,润达新村,高,0,0.0,107102666531,223.0,买一套得两套 四室两厅两厨两卫 精装拎包入住_苏州姑苏胥江润达新村二手房(苏州链家),2020-06-12,4室2厅,97.2, (共6层),22943,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,160.05
51,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102670313,785.0,有钥匙 市区新上联排别墅 满五年南北院子 价格可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-06-13,5室2厅,343.98, (共3层),22822,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,343.0,1.0,0.0,20000,-500.0,5000.0,24500.0,764.829975
52,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102671249,230.0,梅亭苑 精装复式 业主自住 保养好 独库 南北通风_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-06-13,4室2厅,132.0, (共5层),17425,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,231.0
53,虎丘,0,0.0,普通住宅,虎阜花园东区,高,0,0.0,107102672426,310.0,顶楼复式，房龄新，采光充足，房间多，_苏州姑苏虎丘虎阜花园东区二手房(苏州链家),2020-06-14,6室3厅,159.57, (共5层),19428,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,0.0,1.0,17000,-500.0,-1970.530174844896,14529.469825155104,231.01857021996616
55,留园西园,0,0.0,普通住宅,莲花新村（姑苏）,高,0,0.0,107102675467,190.0,莲花新村（姑苏） 4室1厅 190万_苏州姑苏留园西园莲花新村（姑苏）二手房(苏州链家),2020-06-14,4室1厅,77.82, (共5层),24416,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,20000,-500.0,-2000.0,17500.0,134.75
57,石路,0,0.0,普通住宅,胡家浜,高,0,0.0,107102676645,229.9,全新精装修，大四房两厅，石路地铁107平 230万_苏州姑苏石路胡家浜二手房(苏州链家),2020-06-15,4室2厅,107.0, (共6层),21486,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,107.0,0.0,0.0,20000,-500.0,-3000.0,16500.0,176.55
58,虎丘,0,0.0,普通住宅,虎阜花园西区,高,0,0.0,107102676840,225.0,轻轨6号线  虎阜西区 毛坯4房复式 满2年_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-06-15,4室1厅,99.0, (共5层),22728,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,143.55
59,胥江,1,11.25,普通住宅,新康花园,高,0,0.0,107102679086,218.0,新康花园复式好房 实际面积130平 四房 业主急售_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-15,4室1厅,69.73, (共5层),31264,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,20000,-500.0,-437.5,19062.5,131.53125
60,胥江,1,11.56,普通住宅,润达新村,高,0,0.0,107102644584,295.0,润达新村顶复 楼下115.17平楼上68平，带独立自行车库_苏州姑苏胥江润达新村二手房(苏州链家),2020-06-08,6室3厅,149.17, (共5层),19777,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,149.0,0.0,1.0,20000,-500.0,-410.88851645773366,19089.111483542267,284.4277611047798
61,南门,2,52.41,普通住宅,东大街12号院,低,0,0.0,107102607897,485.0,房东诚心出售，精装复式，车位车库齐全满二，采光充足_苏州姑苏南门东大街12号院二手房(苏州链家),2020-05-31,5室3厅,230.0, (共3层),21087,3,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,230.0,0.0,0.0,21000,-2500.0,4120.5,22620.5,506.44027750000004
63,平江新城,2,26.910000000000004,普通住宅,大观花园北区,高,0,0.0,107102608892,455.0,新上 诚心出售 买一层住两层 顶复精装  双轨地铁口_苏州姑苏平江新城大观花园北区二手房(苏州链家),2020-05-31,5室3厅,200.0, (共5层),22750,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,17000,-500.0,1995.5,18495.5,369.91
64,平江新城,0,0.0,普通住宅,新天地家园北区,高,0,0.0,107102608914,355.0,新天地家园北区 5室2厅 355万_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-05-31,5室2厅,200.0, (共5层),17750,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,290.0
65,桃花坞,2,24.34,普通住宅,东百花巷,低,0,0.0,107102609690,390.0,出脚方便 闹中取静  自住精装， 通风好 带独立车库。_苏州姑苏桃花坞东百花巷二手房(苏州链家),2020-05-31,4室2厅,120.0, (共3层),32500,3,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,120.0,0.0,0.0,23000,-500.0,2717.0,25217.0,302.604
66,娄门,1,15.4,普通住宅,永林新村,高,0,0.0,107102612063,450.0,此房位置好，采光无遮拦，交通便利，出行方便！_苏州姑苏娄门永林新村二手房(苏州链家),2020-06-01,5室2厅,201.78, (共6层),22302,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,21000,-500.0,-1230.0,19270.0,387.327
69,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102618456,288.0,此房产证满2年，使用面积大，自住装修，分了两户_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-06-02,5室2厅,187.96, (共5层),15323,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,271.15
70,平江路,2,22.46,普通住宅,富乡小区,高,0,0.0,107102619222,370.0,平江实小本部，自住精装修，五楼复式业主诚意出售_苏州姑苏平江路富乡小区二手房(苏州链家),2020-06-02,4室2厅,150.3, (共5层),24618,5,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,150.0,0.0,0.0,23000,-500.0,123.0,22623.0,339.345
71,胥江,1,17.11,普通住宅,胥江路136号,高,1,7.79,107102619290,234.0,胥江路136号复式 满五年 通透户型 采光十足_苏州姑苏胥江胥江路136号二手房(苏州链家),2020-06-02,5室2厅,87.32, (共6层),26798,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,20000,-2500.0,245.0,17745.0,154.3815
72,胥江,2,22.03,普通住宅,金桥新村,高,0,0.0,107102619860,228.0,顶楼复式面积大 成熟社区，生活便利，此房户型方正_苏州姑苏胥江金桥新村二手房(苏州链家),2020-06-03,4室2厅,140.0, (共6层),16286,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,0.0,1.0,20000,-500.0,1051.5,20551.5,287.721
73,金阊新城,0,0.0,普通住宅,宝邻苑,高,0,0.0,107102622008,185.0,宝邻苑 满5唯一 带阁楼 采光好 配套齐全 使用面积高_苏州姑苏金阊新城宝邻苑二手房(苏州链家),2020-06-03,4室2厅,71.0, (共6层),26057,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,17000,-500.0,-1350.0,15150.0,107.565
75,胥江,1,23.8,普通住宅,新康花园,高,0,0.0,107102628190,450.0,新康花园 近桐泾公园 带独立自行车库_苏州姑苏胥江新康花园二手房(苏州链家),2020-06-04,5室2厅,202.0, (共6层),22278,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,202.0,0.0,0.0,20000,-500.0,-810.0,18690.0,377.538
76,南门,3,24.78,普通住宅,南华公寓,高,0,0.0,107102628542,198.0,近南环汇邻广场， 团结桥购物城 沃尔玛 ，配套齐全_苏州姑苏南门南华公寓二手房(苏州链家),2020-06-04,4室1厅,87.0, (共5层),22759,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,87.0,0.0,0.0,21000,-500.0,239.0,20739.0,180.4293
78,留园西园,4,70.8,别墅,玖园,低,1,23.1,107102633393,880.0,市区虎丘联排 园林风格别墅 两车库车位 有钥匙_苏州姑苏留园西园玖园二手房(苏州链家),2020-06-05,5室2厅,382.5, (共2层),23007,2,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,382.0,1.0,0.0,20000,-500.0,11695.0,31195.0,1040.444041
80,胥江,1,22.87,普通住宅,解放新村,高,0,0.0,107102636586,196.0,胥江顶复，满五唯一，全明户型，视野开阔，诚意售卖_苏州姑苏胥江解放新村二手房(苏州链家),2020-06-06,4室2厅,85.63, (共6层),22890,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0,0.0,1.0,20000,-500.0,-784.7669625131384,18715.23303748686,159.07948081863833
82,葑门,1,14.91,普通住宅,现代花园,高,0,0.0,107102637420,334.8,现代花园二期 精装复式 两层分开互不打扰 带独立车库_苏州姑苏葑门现代花园二手房(苏州链家),2020-06-06,7室3厅,161.0, (共5层),20796,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,161.0,0.0,0.0,20000,-500.0,-254.5,19245.5,309.85255
83,平江新城,1,10.49,普通住宅,梅花新村,高,0,0.0,107102637767,235.0,急售梅花新村大五房 带自行车库 精装修拎包入住_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-06-06,5室1厅,160.0, (共6层),14688,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,17000,-500.0,-1475.5,15024.5,240.392
84,沧浪新城,2,17.85,普通住宅,友联一村,高,0,0.0,107102637778,220.0,明厨明卫，客厅带窗，两房朝南户型正气，装修干净整洁_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-06-06,4室2厅,105.0, (共6层),20953,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,17000,-500.0,-1107.5,15392.5,161.62125
86,娄门,1,20.09,普通住宅,永林北区,高,0,0.0,107102640056,398.0,永林北区，5楼复式，双平江，带2汽车位，1电瓶车库_苏州姑苏娄门永林北区二手房(苏州链家),2020-06-07,5室3厅,200.0, (共5层),19900,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,200.0,0.0,0.0,21000,-500.0,4.5,20504.5,410.09
88,胥江,0,0.0,普通住宅,姑香苑,低,0,0.0,107102640609,295.0,姑香苑 4室2厅 295万_苏州姑苏胥江姑香苑二手房(苏州链家),2020-06-07,4室2厅,110.0, (共6层),26819,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,0.0,0.0,20000,-500.0,500.0,20000.0,220.0
89,沧浪新城,2,16.92,普通住宅,友联二村,高,0,0.0,107102640682,230.0,友联二村 4室2厅 230万_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-06-07,4室2厅,106.5, (共6层),21597,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,17000,-500.0,-1154.0,15346.0,162.6676
90,胥江,3,34.8,普通住宅,桐馨苑,高,0,0.0,107102607447,218.0,二号线地铁口，大四房自住精装看房方便！_苏州姑苏胥江桐馨苑二手房(苏州链家),2020-05-31,4室2厅,157.0, (共6层),13886,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,157.0,0.0,0.0,20000,-500.0,-260.0,19240.0,302.068
91,沧浪新城,2,17.98,普通住宅,福星小区,高,0,0.0,107102576363,375.0,此房满五年，楼层好，视野开阔，四楼复式_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-05-24,4室2厅,166.76, (共4层),22488,4,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,17000,-500.0,899.0,17399.0,288.8234
92,留园西园,1,16.62,普通住宅,御庭苑,高,0,0.0,107102577336,320.0,御庭苑 品质小区 精装修  价格便宜 适合居住_苏州姑苏留园西园御庭苑二手房(苏州链家),2020-05-24,4室2厅,132.0, (共5层),24243,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,20000,-500.0,-169.0,19331.0,255.1692
93,沧浪新城,1,7.74,普通住宅,水香六村,高,0,0.0,107102577999,240.0,水香六村 4室2厅 240万_苏州姑苏沧浪新城水香六村二手房(苏州链家),2020-05-24,4室2厅,142.7, (共5层),16819,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,17000,-500.0,-613.0,15887.0,225.5954
95,平江新城,1,3.7,普通住宅,梅花新村,高,0,0.0,107102579821,260.0,新上！复式大六房！一家人住！业主诚售！看房随时！_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-05-25,6室2厅,135.0, (共6层),19260,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,17000,-500.0,-1815.0,14685.0,198.2475
96,齐门,1,13.17,普通住宅,平齐花苑,高,0,0.0,107102580241,460.0,护城河边，平齐花苑，四楼复式，南北通气，平江。_苏州姑苏齐门平齐花苑二手房(苏州链家),2020-05-25,4室3厅,172.0, (共4层),26745,4,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,172.0,0.0,0.0,23000,-500.0,658.5,23158.5,398.3262
98,平江新城,1,13.15,普通住宅,汇翠花园,高,0,0.0,107102581067,336.0,房型方正，使用面积较大，视野开阔_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-05-25,4室2厅,156.0, (共5层),21539,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,17000,-500.0,-342.5,16157.5,252.057
99,留园西园,1,6.18,普通住宅,冠云花园,高,0,0.0,107102581138,289.0,户型正气，采光充足带阁楼  业主自住装修 带南北露台_苏州姑苏留园西园冠云花园二手房(苏州链家),2020-05-25,4室2厅,190.0, (共5层),15211,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,190.0,0.0,1.0,20000,-500.0,1259.0,20759.0,394.421
100,胥江,1,15.68,普通住宅,新康花园,高,0,0.0,107102581206,275.0,新康花园兰雪苑 居中位置 产证面积158.23平带大露台_苏州姑苏胥江新康花园二手房(苏州链家),2020-05-25,4室2厅,158.23, (共6层),17380,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,158.0,0.0,0.0,20000,-500.0,-1216.0,18284.0,288.8872
101,胥江,3,57.06,别墅,景运家园,低,1,23.12,107102581885,700.0,满五年4层联排别墅有车库，带大院子。。。。_苏州姑苏胥江景运家园二手房(苏州链家),2020-05-25,6室3厅,254.0, (共3层),27560,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,254.0,1.0,0.0,20000,-500.0,11009.0,30509.0,727.3126678
105,胥江,3,30.4,普通住宅,新康花园,高,0,0.0,107102587354,425.0,南北双露台带汽车库自行车库免费车位拎包入住诚心出售_苏州姑苏胥江新康花园二手房(苏州链家),2020-05-26,5室3厅,200.0, (共5层),21250,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,-500.0,520.0,20020.0,400.4
107,娄门,1,9.37,普通住宅,塘坊苑,高,0,0.0,107102590050,260.0,塘坊苑，精装修4房朝南，15平北晒台，车库12平方_苏州姑苏娄门塘坊苑二手房(苏州链家),2020-05-27,4室2厅,104.49, (共5层),24883,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0,0.0,0.0,21000,-500.0,-531.5,19968.5,207.6724
111,沧浪新城,2,24.28,普通住宅,友联一村,高,0,0.0,107102597826,220.0,精装复式，五房两厅两卫，有独立自行车库，有汽车位！_苏州姑苏沧浪新城友联一村二手房(苏州链家),2020-05-29,5室2厅,147.0, (共5层),14966,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,17000,-500.0,214.0,16714.0,245.6958
112,平江新城,1,21.36,普通住宅,汇翠花园,高,0,0.0,107102598279,362.0,汇翠花园 楼下大三室  南北露台 草桥 平江_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-05-29,4室3厅,175.82, (共6层),20590,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,17000,-500.0,-932.0,15568.0,272.44
114,金门,0,0.0,普通住宅,馨泓花园B区,低,0,0.0,107102603986,415.0,馨泓花园 一二楼复式  带汽车库 采光无遮挡_苏州姑苏金门馨泓花园B区二手房(苏州链家),2020-05-30,4室2厅,162.0, (共5层),25618,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,162.0,0.0,0.0,20000,-500.0,500.0,20000.0,324.0
115,南门,1,11.2,普通住宅,盘门雅苑,高,0,0.0,107102604159,373.0,2007年商品房；产证面积173全体现；价格包含汽车库_苏州姑苏南门盘门雅苑二手房(苏州链家),2020-05-30,4室2厅,173.3, (共5层),21524,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,173.0,0.0,0.0,21000,-500.0,-440.0,20060.0,347.038
117,南门,2,25.08,普通住宅,西二路散盘,高,0,0.0,107102606469,260.0,总价低，地段好，交通方便 小区环境好，配套完善_苏州姑苏南门西二路散盘二手房(苏州链家),2020-05-31,4室2厅,131.25, (共4层),19810,4,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,131.0,0.0,0.0,21000,-2500.0,1254.0,19754.0,258.7774
119,苏州大学,3,27.37,普通住宅,相门后庄12号,高,0,0.0,107102607162,280.0,四房 楼上楼下层高都一样 共3个大露台 看房有钥匙_苏州姑苏苏州大学相门后庄12号二手房(苏州链家),2020-05-31,4室2厅,134.0, (共6层),20896,6,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,134.0,0.0,0.0,20000,-2500.0,-631.5,16868.5,226.0379
120,留园西园,1,8.18,普通住宅,清塘新村,高,0,0.0,107102574127,180.0,顶楼复式四房，户型正气，带汽车独库_苏州姑苏留园西园清塘新村二手房(苏州链家),2020-05-23,4室2厅,110.0, (共5层),16364,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,0.0,1.0,20000,-500.0,1359.0,20859.0,229.449
121,金门,1,9.3,普通住宅,彩香二村,高,0,0.0,107102541525,276.0,彩香二村 户型方正  采光充足  生活配套设施齐全_苏州姑苏金门彩香二村二手房(苏州链家),2020-05-17,5室2厅,138.0, (共6层),20000,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,138.0,0.0,0.0,20000,-500.0,-1535.0,17965.0,247.917
122,金阊新城,0,0.0,普通住宅,富强新苑一区,高,0,0.0,107102542682,210.0,精装 4房   富强大户   喜欢的可以看看_苏州姑苏金阊新城富强新苑一区二手房(苏州链家),2020-05-17,4室2厅,117.0, (共5层),17949,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,169.65
124,金门,0,0.0,普通住宅,彩香一村三区,低,0,0.0,107102543084,320.0,彩香一村三区 大户型  诚心出售 房龄狠新_苏州姑苏金门彩香一村三区二手房(苏州链家),2020-05-17,4室2厅,137.53, (共4层),23268,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,137.0,0.0,0.0,20000,-500.0,500.0,20000.0,274.0
125,平江新城,0,0.0,普通住宅,官渎花园,高,0,0.0,107102543115,205.0,新上房源 房东诚心出售 配套齐全 观前街 万达广场_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-05-17,4室2厅,81.72, (共5层),25086,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,17000,-500.0,-2000.0,14500.0,117.45
127,桃花坞,0,0.0,普通住宅,高师巷散盘,低,0,0.0,107102544561,498.0,此房满五不唯一中式装修，位于东中市实小和景范中间_苏州姑苏桃花坞高师巷散盘二手房(苏州链家),2020-05-17,5室3厅,199.0, (共2层),25026,2,,2000.0,0.0,0.0,1.0,1.0,1.0,0.0,199.0,1.0,0.0,23000,-2500.0,5000.0,25500.0,496.758725
